ID,モンスター名,HP,MP,すばやさ,こうげきりょく,しゅびりょく,けいけんち,ゴールド,アイテムかくりつ,アイテム,LV,メタルけい,ドラゴンけい,ゾンビけい,そらけい,スライムけい,ふくすうかい,しぜんかいふく,しゅうちゅうこうげき,みかわし,しょきじょうたい,しょきかくりつ,なかまかくりつ,メラ,ギラ,イオ,ヒャド,バギ,デイン,マヌーサ,ラリホー,ザキ,ニフラム,マホトラ,マホトーン,メダパニ,ルカニ,どく,やすみ,おどりふうじ,ほのお,ふぶき,たたき,まひ,ぐんたい
398,バズウ,800,150,100,300,230,0,0,0,けんじゃの杖,10,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,3,1,3,1,3,2,3,2,3,3,3,0,0,0,3,3
399,カカロン,1500,70,95,310,240,0,0,0,さばきの杖,10,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,2,3,3,0,2,3,2,0,0,3,2,2,1,3,3
400,バルバルー,2000,90,115,340,250,0,0,0,まじゅうのキバ,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,3,0,0,3,1,3,3,3,2,2,1,3,3
401,クシャラミ,2200,0,150,300,270,0,0,0,ゴディアスの剣,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,3,1,1,3,3,2,2,2,0,3,3
402,ドメディ,3000,70,130,390,300,0,0,0,けんじゃの杖,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,3,3,2,3,1,3,3,3,1,1,0,3,3
403,マチルダ,65000,255,35,75,95,0,0,0,はがねのつるぎ,20,0,0,0,0,0,0,2,0,3,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
404,なし,500,255,35,75,95,0,0,0,なし,20,0,0,0,0,0,0,2,0,3,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
405,ハンク,65000,255,20,60,55,0,0,0,はがねのつるぎ,15,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,3,1,3,3,3,1,1,1,3,1
406,きこり,65000,0,15,20,30,0,0,0,なし,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,ガボ,30000,100,10,10,10,10,10,0,なし,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,なし,30000,100,10,10,10,10,10,0,なし,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,トラッド,65000,255,35,70,70,0,0,0,はがねのつるぎ,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,3,3,3,0,0,0,3,0
410,なし,30000,100,10,10,10,10,10,0,なし,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,なし,30000,100,10,10,10,10,10,0,なし,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,ハディート,65000,255,94,92,85,0,0,0,なし,27,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,3,3,3,3,3,0,2,3,3,3,0,0,3,0
413,なし,30000,100,10,10,10,10,10,0,なし,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,むすめ,65000,255,50,40,50,0,0,0,なし,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0
415,サイード,65000,0,124,260,110,0,0,0,なし,50,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,3,3,3,3,3,0,2,3,3,3,0,0,3,0
416,カシム,65000,0,55,73,40,0,0,0,ゴディアスの剣,22,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,1,1,3,3,3,3,3,1,3,3,3,1,0,3,3,3
417,フーラル,65000,0,60,63,35,0,0,0,なし,21,0,0,0,0,0,0,3,0,1,0,0,0,1,1,0,0,0,0,0,1,3,3,3,3,3,0,3,3,3,0,0,3,3,0
418,ザジ,65000,45,72,77,50,0,0,0,いかずちの杖,23,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,1,1,3,3,3,3,3,1,3,3,3,0,0,3,3,0
419,フォズ,65000,90,83,80,59,0,0,0,けんじゃの杖,24,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,1,3,3,3,3,3,3,3,0,3,1,3,1,1,3,3,3
420,ろうがくし,65000,255,100,75,140,0,0,0,なし,35,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,3,3,3,0,2,0,3,0
421,なし,30000,100,10,10,10,10,10,0,なし,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,ブロブロス,500,50,120,160,100,0,0,0,なし,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,3,2,1,1,3,1,3,3,3,0,1,2,3,0
423,ドゴロク,600,0,80,200,120,0,0,0,なし,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,3,2,3,3,3,1,3,3,3,0,1,0,3,0
424,シードラゴンズ,314,82,85,90,140,173,105,0,なし,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,3,3,2,1,3,0,3,2,3,2,2,0,3,1
425,たつのこナイト,248,62,135,110,90,72,70,0,なし,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,1,3,2,2,3,0,0,2,3,0,0,0,3,1
426,ほのおのせいれい,2900,255,135,235,131,2400,0,0,なし,56,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,1,3,1
427,だいちのせいれい,3200,255,61,275,90,3000,0,0,なし,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,1,3,0,0,0,3,0
428,みずのせいれい,2300,255,120,185,141,2400,0,0,なし,56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,3,3,3,3,3,3,3,3,3,3,3,0,1,2,3,3
429,かぜのせいれい,1900,255,260,205,120,2400,0,0,なし,40,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,1
430,アルスもどき,30000,100,10,10,10,10,10,0,やくそう,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,アイラもどき,30000,100,10,10,10,10,10,0,やくそう,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,ガボもどき,30000,100,10,10,10,10,10,0,やくそう,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,マリベルもどき,30000,100,10,10,10,10,10,0,やくそう,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,メルビンもどき,30000,100,10,10,10,10,10,0,やくそう,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,神さま,12400,255,173,382,162,0,0,0,なし,55,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,1,3,0
436,ヘルバオムのねっこ,185,0,135,152,70,80,20,0,ふしぎな石版緑,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,3,3,3,0,0,0,3,3
437,かいぞくたち,65000,0,120,230,350,0,0,7,なし,32,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,3,3
